name,price,type,location,descriptions,kind,age,Secteur,Salons,etage,frais_syndic,surface 
Terrain 2 Facades 200m² Vue Atlas,120 000 DH,Terrains et fermes,Marrakech,"Ce terrain de 200m² est à 150 mètres de la route nationale P2118 (reliant Marrakech/Kelaa Sraghna). Il est situé à Commune Bourrous, à 16KM Nord-Est de Marrakech. La zone est touristique. Le terrain e","Terrains et Fermes, à vendre",,Route de Fès,,,,
شقة مفينيا مزيان للبيع بإقامة تمنارت,550 000 DH,Appartements,Agadir,شقة مفينيا مزيان للبيع بإقامة تمنارت,"Appartements, à vendre",,Hay Salam,1,3,,
شقة للبيع ب حي ألهدى,460 000 DH,Appartements,Agadir,شقة للبيع ب حي ألهدى,"Appartements, à vendre",,El Houda,1,3,,
شقة جديدة للبيع بمنطقة راقية ب حي ألهدى,12 000 DH,Appartements,Agadir,شقق جديدة للبيع 2 غرف أو 3 و صالون متوفر بها ألمصعد وألطابق ألأرضي للسيارة,"Appartements, à vendre",,El Houda,1,2,,
Magnifique maison à Hay Salam,1 440 000 DH,Maisons et villas,Agadir,Magnifique maison à Hay Salam,"Maisons et Villas, à vendre",,Hay Salam,1,,,
للبيع ب حي ألهدى شقة بألطابق ألثالث بمساحة 60 متر,500 000 DH,Appartements,Agadir,شقة بألطابق ألثالث بمساحة 60 متر للبيع ب حي ألهدى,"Appartements, à vendre",,El Houda,1,3,,
Joli Appartement à Rèsidence privèè,850 000 DH,Appartements,Agadir,Joli Appartement à Rèsidence privèè,"Appartements, à vendre",,Haut-Founty,1,1,,
للبيع ب حي ألزيتون دار 78 متر دو واجهتين,1 440 000 DH,Maisons et villas,Agadir,للبيع ب حي ألزيتون دار 78 متر دو واجهتين,"Maisons et Villas, à vendre",,Hay Zaytoun,1,,,
للبيع شقة بألطابق ألسفلي بواجهتين,680 000 DH,Appartements,Agadir,للبيع شقة بألطابق ألسفلي بواجهتين,"Appartements, à vendre",,El Houda,1,Rez de chaussée,,
شقة للبيع بألحي ألمحمدي إقامة مكونة من 2 طوابق,800 000 DH,Appartements,Agadir,شقة للبيع بألحي ألمحمدي 2 غرف وصالون إقامة مكونة من 2 طوابق,"Appartements, à vendre",,Hay Mohammadi,1,2,,
دار للسكن مصلوحة ومقادا للبيع ب حي برنزران,1 400 000 DH,Maisons et villas,Agadir,دار للسكن مصلوحة ومقادا للبيع ب حي برنزران,"Maisons et Villas, à vendre",,Assaka,,,,
للبيع شقة بألضحى قرب إسلان,400 000 DH,Appartements,Agadir,للبيع شقة ألطابق ألأول بألضحى قرب إسلان,"Appartements, à vendre",,Hay Mohammadi,1,1,,
شقة جديدة للبيع عمارة خاصة ب حي ألداخلة,750 000 DH,Appartements,Agadir,شقة جديدة للبيع عمارة خاصة ب حي ألداخلة,"Appartements, à vendre",,Hay Dakhla,1,1,,
للبيع دار تجارية 2 واجهات ب حي برنزران,2 300 000 DH,Maisons et villas,Agadir,للبيع دار تجارية 2 واجهات ب حي برنزران,"Maisons et Villas, à vendre",,Assaka,1,,,
appartement a vendre,Prix non spécifié,Appartements,Agadir Melloul,appartement a vendre a fadisa decheira dans un emplacement stratégique pour plus d'informations merci de me contacter.,"Appartements, à vendre",,Toute la ville,1,2,,
Grand appartement à louer à mouhidine hay-mohemadi,Prix non spécifié,Appartements,Casablanca,Appartement de 110m carré de louer 5 pièce avec idéal pour une famille ou pour des bureaux,"Appartements, à vendre",11-20 ans,Hay Mohammadi,2,3,1,
Terrain 1 Hectare Colline Vue Atlas/Palmeraie,450 000 DH,Terrains et fermes,Marrakech,"Prix avec 0 % de commission et comprend les frais de topographe! Ce terrain de 10000m² (1 hectare) est une petite colline avec vue panoramique sur les montagnes de L'Atlas et sur La Palmeraie, en fa","Terrains et Fermes, à vendre",,Route de Fès,,,,
Terrain 1 Hectare sur Rte. Goudronnée à KM20,450 000 DH,Terrains et fermes,Marrakech,"Ce terrain est situé à Commune Bourrous sur le goudron reliant Oulad Ouaslam et Zaouiat Ben Sassi, à 20KM Nord-Est de Marrakech (entre Route Casablanca et Route Fez). Le superficie est de 10000m². Le","Terrains et Fermes, à vendre",,Route de Fès,,,,
maison,Prix non spécifié,Appartements,Salé,شقة كاملة و متكاملة لحسب رغبة ديالك بغيتي تشوف دار ولا تصوني ليا مرحبا :,"Appartements, à vendre",,Hay Rahma,1,,,
Magasin en Vente à Casablanca,1 500 000 DH,"Magasins, commerces et locaux industriels",Casablanca,Local sur 2 Niveaux (Rez de Chaussée + Sous sol) 3 Rideaux sur Rue Passante donnant sur Grand Boulevard Sidi Moumen,"Magasins, Commerces et Locaux industriels, à vendre",,Sidi Moumen,,,,
Terrain et ferme en Vente à Inzegan,Prix non spécifié,Terrains et fermes,Inzegan,Je met terrain 1600m r+4 tout inzgan 6800dh/m2,"Terrains et Fermes, à vendre",,Toute la ville,,,,
عقار آخر للبيع في سيدي بنور,Prix non spécifié,Autre immobilier,Sidi Bennour,نصف دار للبيع سفلي غير مصلوحة,"Autre Immobilier, à vendre",,Toute la ville,,,,
منزل في وسط الدارالبيضاء,2 750 000 DH,Maisons et villas,Casablanca,منزل للبيع في وسط الدارالبيضاء شارع محمد الصباغ قرب المحطة الطرفية أسواق السلام في مفترق الطريق السيار شارع محمد السادس بن جدية المنزل مجهز و مصلوح جيداً به محل تجاري بالطابق الأرضي 113 م و شقتين بال,"Maisons et Villas, à vendre",11-20 ans,Al Fida,3,,,
terrain a sidi hajjaj,1 300 000 DH,Terrains et fermes,Sidi Hajjaj,"LIRE CETTE ANNONCE ENTIÈREMENT
nous cédons un terrain en cours de d'enregistrement et conservation foncière dans une zone agricole en plein mutation ....
superficie 5550 m² clôturé
idéal","Terrains et Fermes, à vendre",,Toute la ville,,,,
Appartement 60m² en Vente à Tanger aswaq salam,410 000 DH,Appartements,Tanger,"Appartement pour VENTE Meublé dans une secteur trés calme


composé de 2 chambres

1 salon

1 salle de bain

Situé a Complex Irfane 2 aswaq salam","Appartements, à vendre",1-5 ans,Autre secteur,1,2,50,
Magnifique maison à Hay Salam,1 440 000 DH,Maisons et villas,Agadir,Magnifique maison à Hay Salam,"Maisons et Villas, à vendre",,Hay Salam,1,,,
للبيع ب حي ألهدى شقة بألطابق ألثالث بمساحة 60 متر,500 000 DH,Appartements,Agadir,شقة بألطابق ألثالث بمساحة 60 متر للبيع ب حي ألهدى,"Appartements, à vendre",,El Houda,1,3,,
Joli Appartement à Rèsidence privèè,850 000 DH,Appartements,Agadir,Joli Appartement à Rèsidence privèè,"Appartements, à vendre",,Haut-Founty,1,1,,
للبيع ب حي ألزيتون دار 78 متر دو واجهتين,1 440 000 DH,Maisons et villas,Agadir,للبيع ب حي ألزيتون دار 78 متر دو واجهتين,"Maisons et Villas, à vendre",,Hay Zaytoun,1,,,
للبيع شقة بألطابق ألسفلي بواجهتين,680 000 DH,Appartements,Agadir,للبيع شقة بألطابق ألسفلي بواجهتين,"Appartements, à vendre",,El Houda,1,Rez de chaussée,,
شقة للبيع بألحي ألمحمدي إقامة مكونة من 2 طوابق,800 000 DH,Appartements,Agadir,شقة للبيع بألحي ألمحمدي 2 غرف وصالون إقامة مكونة من 2 طوابق,"Appartements, à vendre",,Hay Mohammadi,1,2,,
دار للسكن مصلوحة ومقادا للبيع ب حي برنزران,1 400 000 DH,Maisons et villas,Agadir,دار للسكن مصلوحة ومقادا للبيع ب حي برنزران,"Maisons et Villas, à vendre",,Assaka,,,,
للبيع شقة بألضحى قرب إسلان,400 000 DH,Appartements,Agadir,للبيع شقة ألطابق ألأول بألضحى قرب إسلان,"Appartements, à vendre",,Hay Mohammadi,1,1,,
شقة جديدة للبيع عمارة خاصة ب حي ألداخلة,750 000 DH,Appartements,Agadir,شقة جديدة للبيع عمارة خاصة ب حي ألداخلة,"Appartements, à vendre",,Hay Dakhla,1,1,,
للبيع دار تجارية 2 واجهات ب حي برنزران,2 300 000 DH,Maisons et villas,Agadir,للبيع دار تجارية 2 واجهات ب حي برنزران,"Maisons et Villas, à vendre",,Assaka,1,,,
appartement a vendre,Prix non spécifié,Appartements,Agadir Melloul,appartement a vendre a fadisa decheira dans un emplacement stratégique pour plus d'informations merci de me contacter.,"Appartements, à vendre",,Toute la ville,1,2,,
Grand appartement à louer à mouhidine hay-mohemadi,Prix non spécifié,Appartements,Casablanca,Appartement de 110m carré de louer 5 pièce avec idéal pour une famille ou pour des bureaux,"Appartements, à vendre",11-20 ans,Hay Mohammadi,2,3,1,
Terrain 1 Hectare Colline Vue Atlas/Palmeraie,450 000 DH,Terrains et fermes,Marrakech,"Prix avec 0 % de commission et comprend les frais de topographe! Ce terrain de 10000m² (1 hectare) est une petite colline avec vue panoramique sur les montagnes de L'Atlas et sur La Palmeraie, en fa","Terrains et Fermes, à vendre",,Route de Fès,,,,
Terrain 1 Hectare sur Rte. Goudronnée à KM20,450 000 DH,Terrains et fermes,Marrakech,"Ce terrain est situé à Commune Bourrous sur le goudron reliant Oulad Ouaslam et Zaouiat Ben Sassi, à 20KM Nord-Est de Marrakech (entre Route Casablanca et Route Fez). Le superficie est de 10000m². Le","Terrains et Fermes, à vendre",,Route de Fès,,,,
maison,Prix non spécifié,Appartements,Salé,شقة كاملة و متكاملة لحسب رغبة ديالك بغيتي تشوف دار ولا تصوني ليا مرحبا :,"Appartements, à vendre",,Hay Rahma,1,,,
Magasin en Vente à Casablanca,1 500 000 DH,"Magasins, commerces et locaux industriels",Casablanca,Local sur 2 Niveaux (Rez de Chaussée + Sous sol) 3 Rideaux sur Rue Passante donnant sur Grand Boulevard Sidi Moumen,"Magasins, Commerces et Locaux industriels, à vendre",,Sidi Moumen,,,,
Terrain et ferme en Vente à Inzegan,Prix non spécifié,Terrains et fermes,Inzegan,Je met terrain 1600m r+4 tout inzgan 6800dh/m2,"Terrains et Fermes, à vendre",,Toute la ville,,,,
عقار آخر للبيع في سيدي بنور,Prix non spécifié,Autre immobilier,Sidi Bennour,نصف دار للبيع سفلي غير مصلوحة,"Autre Immobilier, à vendre",,Toute la ville,,,,
منزل في وسط الدارالبيضاء,2 750 000 DH,Maisons et villas,Casablanca,منزل للبيع في وسط الدارالبيضاء شارع محمد الصباغ قرب المحطة الطرفية أسواق السلام في مفترق الطريق السيار شارع محمد السادس بن جدية المنزل مجهز و مصلوح جيداً به محل تجاري بالطابق الأرضي 113 م و شقتين بال,"Maisons et Villas, à vendre",11-20 ans,Al Fida,3,,,
terrain a sidi hajjaj,1 300 000 DH,Terrains et fermes,Sidi Hajjaj,"LIRE CETTE ANNONCE ENTIÈREMENT
nous cédons un terrain en cours de d'enregistrement et conservation foncière dans une zone agricole en plein mutation ....
superficie 5550 m² clôturé
idéal","Terrains et Fermes, à vendre",,Toute la ville,,,,
Appartement 60m² en Vente à Tanger aswaq salam,410 000 DH,Appartements,Tanger,"Appartement pour VENTE Meublé dans une secteur trés calme


composé de 2 chambres

1 salon

1 salle de bain

Situé a Complex Irfane 2 aswaq salam","Appartements, à vendre",1-5 ans,Autre secteur,1,2,50,
bel appartement neuf en vente ain borja,1 170 000 DH,Appartements,Casablanca,"bel appartement neuf en vente ain borja
au 3 étage avec ascenseur et garage
3chambres 1 salon 1 cuisine équipée 2 salles de bains ,finition soignée
prix 1170000 dhs
pour complément d","Appartements, à vendre",Neuf,Aïn Borja,1,3,,
منزل للبيع بطابقين درب مولاي الشريف,790 000 DH,Maisons et villas,Casablanca,"منزل قديم للبيع درب مولاي الشريف يتاوجد بزنقة
يتكون المنزل من طابقين و سفلي مع محل تجاري
كل طابق مساحته 69 متر مربع
الطابق الأرضي منزل و محل تجاري صغير
الطابق الثاني 2 شقق / الطابق ا","Maisons et Villas, à vendre",21+ ans,Hay Mohammadi,3,,,
belle villa Sidi Rehal,1 350 000 DH,Maisons et villas,Sidi Rahal,"À remplir :

On vous propose une coquette
Villa en bande au sein d'une
Belle résidence de plaisance avec piscine et sécurité ILYAS BEACH SIDI REHAL
Âge du bien : 4 ans
Superficie : RDC 90m² ETG","Maisons et Villas, à vendre",1-5 ans,Toute la ville,3,,,
bel appartement ain borja bd ben tachfine,760 000 DH,Appartements,Casablanca,"bel appartement en vente ain borja
au 3 ÉTAGE avec ascenseur
IDÉAL POUR HABITATION OU
prix 760000 dhs
pour complément d'information ou visite nous contacter par tel ou nous laisser un message sur","Appartements, à vendre",11-20 ans,Aïn Borja,1,4,150,
Magasin en Vente à Taroudant,1 000 000 DH,"Magasins, commerces et locaux industriels",Taroudant,"السلام عليكم و رحمة الله
اعرض مستودع للبيع مساحته 576 متر بشارع محمد الخامس , بثلات واجهات قرب محطة الوقود ola energie
للاستفسار المرجو الاتصال بي عبر الهاتف","Magasins, Commerces et Locaux industriels, à vendre",,Toute la ville,,,,
belle Appartement a irchad,360 000 DH,Appartements,Kénitra,slm belle Appartement a irchad de deux chambres salon cuisine salles de bains en 3eme étage R+3 6 Appartement seulement deux appartements dans chaque etage prix légèrement négociable,"Appartements, à vendre",1-5 ans,,1,3,,
Très Bel Appartement 99m² en Vente à Agadir,945 000 DH,Appartements,Agadir,"Très bel appartement de 99 m2 situé dans une résidence fermée avec piscine privée.
Il est constitué de 3 chambres dont deux très grandes et aménageables et offre une splendide vue sur la baie d'Ag","Appartements, à vendre",6-10 ans,Hay Mohammadi,1,8,230,
